MALO_TRANCHE;MELO;MALOzurTRANCHE
50414974078;DE0071947684600000000000000000341;
50414794286;DE0071947684600000000000000000738;
50414989928;DE0071947684600000000000000000530;
50414960150;DE0071947684600000000000000000183;
50414943297;DE0071947684600000000000000002702;
50414931664;DE0071947684600000000000000002357;
50414791662;DE0071947684600000000000000000708;
50414951084;DE0071947684600000000000000002920;
50414914602;DE0071947684600000000000000002112;
50414840120;DE0071947684600000000000000001247;
50415025416;DE0071947684600000000000000002800;
50414854204;DE0071947684600000000000000001409;
50414958189;DE0071947684600000000000000000161;
50415607404;DE0071947684600000000000000002878;
50414970430;DE0071947684600000000000000000301;
50414839462;DE0071947684600000000000000001240;
50414998622;DE0071947684600000000000000000631;
50415014807;DE0071947684600000000000000002560;
50415527321;DE0003967684600000000000053025783;
50414880449;DE0071947684600000000000000001706;
50414846706;DE0071947684600000000000000001320;
50414987104;DE0071947684600000000000000000492;
50414887114;DE0071947684600000000000000001779;
50415608204;DE0003967684600000000000053032357;
50414807758;DE0071947684600000000000000000887;
50415029541;DE0003967684600000000000000002869;
50414883005;DE0071947684600000000000000001734;
50414993135;DE0071947684600000000000000000566;
50415020044;DE0071947684600000000000000000150;
50414859618;DE0071947684600000000000000001470;
50414845097;DE0071947684600000000000000001302;
50414824067;DE0071947684600000000000000001065;
50414789956;DE0071947684600000000000000000689;
50414801487;DE0071947684600000000000000000816;
50415471734;DE0003967684600000000000053021284;
50414967354;DE0071947684600000000000000000267;
50414808144;DE0071947684600000000000000000890;
50414899169;DE0071947684600000000000000001922;
50414937357;DE0071947684600000000000000002475;
50414895448;DE0071947684600000000000000001876;
50414978856;DE0071947684600000000000000000398;
50415017231;DE0071947684600000000000000000874;
50414992335;DE0071947684600000000000000000558;
50414828952;DE0071947684600000000000000001120;
50414942562;DE0071947684600000000000000000029;
50414872058;DE0071947684600000000000000001609;
50415522058;DE0003967684600000000000053025301;
50414878345;DE0071947684600000000000000001685;
50415559069;DE0003967684600000000000053028518;
50414884839;DE0071947684600000000000000001754;
50415006325;DE0071947684600000000000000002372;
50414815115;DE0071947684600000000000000000964;
50414857563;DE0071947684600000000000000001448;
50415012009;DE0071947684600000000000000002605;
50414983730;DE0071947684600000000000000000456;
50415730297;DE0071947684600000000000000001335;
50414918258;DE0071947684600000000000000002166;
50414939155;DE0071947684600000000000000002544;
50414852852;DE0071947684600000000000000001393;
50414903316;DE0071947684600000000000000001975;
50414836632;DE0071947684600000000000000001206;
50415767365;DE0003967684600000000000053042557;
50414796373;DE0071947684600000000000000000761;
50414830840;DE0071947684600000000000000001143;
50414984861;DE0071947684600000000000000000469;
50414999290;DE0071947684600000000000000000638;
50414821485;DE0071947684600000000000000001035;
50415026092;DE0071947684600000000000000002806;
50414816824;DE0071947684600000000000000000981;
50414975365;DE0071947684600000000000000000356;
50415772364;DE0003967684600000000000053042885;
50415154520;DE0071947684600000000000000002938;
50414856325;DE0071947684600000000000000001433;
50414813490;DE0071947684600000000000000000946;
50414871282;DE0071947684600000000000000001601;
50415010897;DE0071947684600000000000000002751;
50414993028;DE0071947684600000000000000000565;
50415163000;DE0071947684600000000000000002928;
50415572524;DE0071947684600000000000000001025;
50414885895;DE0071947684600000000000000001766;
50415742226;DE0003967684600000000000053041062;
50414820354;DE0071947684600000000000000001020;
50414837862;DE0071947684600000000000000001220;
50414981990;DE0071947684600000000000000000435;
50415002323;DE0071947684600000000000000000675;
50414934197;DE0071947684600000000000000002411;
50414887007;DE0071947684600000000000000001778;
50414804738;DE0071947684600000000000000000854;
50415380745;DE0003967684600000000000053019810;
50414828564;DE0071947684600000000000000001116;
50414986148;DE0071947684600000000000000000483;
50414834537;DE0071947684600000000000000001184;
50414969946;DE0071947684600000000000000000296;
50414870309;DE0071947684600000000000000001590;
50414941001;DE0071947684600000000000000002628;
50414790531;DE0071947684600000000000000000695;
50415014188;DE0071947684600000000000000001372;
50415694188;DE0003967684600000000000053038170;
50414956381;DE0071947684600000000000000000141;
50414938313;DE0071947684600000000000000002508;
50414977353;DE0071947684600000000000000000380;
50414841730;DE0071947684600000000000000001265;
50414864633;DE0071947684600000000000000001525;
50414790052;DE0071947684600000000000000000690;
50414997278;DE0071947684600000000000000000615;
50414820718;DE0071947684600000000000000001024;
50414801081;DE0071947684600000000000000000812;
50414997773;DE0071947684600000000000000000621;
50415684246;DE0071947684600000000000000001484;
50414941267;DE0071947684600000000000000002631;
50414919793;DE0071947684600000000000000002183;
50414836153;DE0071947684600000000000000001201;
50414954765;DE0071947684600000000000000000123;
50414989621;DE0071947684600000000000000000527;
50414903382;DE0071947684600000000000000001977;
50414923299;DE0071947684600000000000000002234;
50414946564;DE0071947684600000000000000002813;
50414833852;DE0071947684600000000000000001176;
50415471768;DE0071947684600000000000000001191;
50414918167;DE0071947684600000000000000002165;
50414887304;DE0071947684600000000000000001781;
50414824538;DE0071947684600000000000000001070;
50414851804;DE0071947684600000000000000001381;
50414990967;DE0071947684600000000000000000543;
50414908225;DE0071947684600000000000000002034;
50414802253;DE0071947684600000000000000000825;
50414889467;DE0071947684600000000000000001803;
50414998721;DE0071947684600000000000000000632;
50414885994;DE0071947684600000000000000001767;
50415016168;DE0071947684600000000000000002689;
50414879773;DE0071947684600000000000000001699;
50414911749;DE0071947684600000000000000002078;
50414848455;DE0071947684600000000000000001340;
50414889037;DE0071947684600000000000000001798;
50414922001;DE0071947684600000000000000002214;
50414974979;DE0071947684600000000000000000352;
50414931383;DE0071947684600000000000000002354;
50414891602;DE0071947684600000000000000001828;
50414898054;DE0071947684600000000000000001909;
50414942819;DE0071947684600000000000000002674;
50414836450;DE0071947684600000000000000001204;
50414983821;DE0071947684600000000000000000457;
50414830345;DE0071947684600000000000000001137;
50414948651;DE0071947684600000000000000002875;
50414835014;DE0071947684600000000000000000015;
50414981908;DE0071947684600000000000000000434;
50414942653;DE0071947684600000000000000002665;
50415756988;DE0003967684600000000000053040542;
50414869873;DE0071947684600000000000000001585;
50414948312;DE0071947684600000000000000000031;
50414961091;DE0071947684600000000000000000193;
50414936573;DE0071947684600000000000000002455;
50414935723;DE0071947684600000000000000002437;
50414884300;DE0071947684600000000000000001748;
50414831806;DE0071947684600000000000000001153;
50414844841;DE0071947684600000000000000001299;
50415019188;DE0071947684600000000000000000760;
50414895729;DE0071947684600000000000000001879;
50415031067;DE0071947684600000000000000000595;
50414979581;DE0071947684600000000000000000409;
50414819315;DE0071947684600000000000000001008;
50414913612;DE0071947684600000000000000002099;
50414896082;DE0071947684600000000000000001883;
50414908936;DE0071947684600000000000000002043;
50414826873;DE0071947684600000000000000001094;
50414861564;DE0071947684600000000000000001491;
50414885043;DE0071947684600000000000000001756;
50414870052;DE0071947684600000000000000001587;
50414827540;DE0071947684600000000000000001101;
50415694154;DE0003967684600000000000053038168;
50414962304;DE0071947684600000000000000000207;
50414922803;DE0071947684600000000000000002223;
50414966497;DE0071947684600000000000000000257;
50415027587;DE0071947684600000000000000002831;
50414958022;DE0071947684600000000000000000159;
50414858107;DE0071947684600000000000000001454;
50414812153;DE0071947684600000000000000000932;
50414831260;DE0071947684600000000000000001147;
50414819927;DE0071947684600000000000000001015;
50414906360;DE0071947684600000000000000002013;
50415023238;DE0071947684600000000000000001009;
50415235445;DE0071947684600000000000000001154;
50414974367;DE0071947684600000000000000000345;
50414903233;DE0071947684600000000000000001974;
50414967859;DE0071947684600000000000000000273;
50414835288;DE0071947684600000000000000001191;
50415575213;DE0003967684600000000000053026145;
50415014477;DE0071947684600000000000000002678;
50415176144;DE0003967684600000000000053017039;
50414926889;DE0071947684600000000000000002276;
50414925055;DE0071947684600000000000000002257;
50414795333;DE0071947684600000000000000000749;
50414962601;DE0071947684600000000000000000210;
50414968675;DE0071947684600000000000000000282;
50414927548;DE0071947684600000000000000002285;
50414925823;DE0071947684600000000000000002265;
50415008264;DE0071947684600000000000000002547;
50415773940;DE0003967684600000000000053041743;
50414991882;DE0071947684600000000000000000553;
50414879088;DE0071947684600000000000000001692;
50414896660;DE0071947684600000000000000001889;
50414890555;DE0071947684600000000000000001815;
50414827649;DE0071947684600000000000000001102;
50414936101;DE0071947684600000000000000002446;
50414946704;DE0071947684600000000000000002815;
50414853751;DE0071947684600000000000000001404;
50415724696;DE0003967684600000000000053039975;
50415024012;DE0071947684600000000000000002775;
50414991600;DE0071947684600000000000000000550;
50414995660;DE0071947684600000000000000000594;
50414970513;DE0071947684600000000000000000302;
50414847796;DE0071947684600000000000000001333;
50414976701;DE0071947684600000000000000000372;
50414952363;DE0071947684600000000000000000035;
50415015524;DE0071947684600000000000000002699;
50414949352;DE0071947684600000000000000002887;
50414841839;DE0071947684600000000000000001266;
50414800223;DE0071947684600000000000000000801;
50414839173;DE0071947684600000000000000001236;
50414904562;DE0071947684600000000000000001994;
50414995933;DE0071947684600000000000000000598;
50415021117;DE0071947684600000000000000002747;
